"NORTH LAWRENCE COM SCHOOLS","IN","Bedford","","","","","","Technology dept found; no evidence of formal 1:1 initiative found in web search","https://www.northlawrencecommunityschools.org/departments","","1832","397","1","0","1807860"
"RUSSELLVILLE SCHOOL DISTRICT","AR","Russellville","2019","September","Yes (phased)","phased: HS 1:1 by 2019-20; expansion planned","Chromebook","5500 Chromebooks purchased; plan for every student by 2019-20 SY (excl. Adelante HS); prior carts for upperclassmen; district-wide 1:1 target 2019","https://eyeofthetigernews.com/10777","https://www.rsdk12.net/page/technologydept","1833","397","1","0","0512060"
"RIDLEY SD","PA","Folsom","","","","","Chromebook","Personal Learning Device Program handbook from 2021; Chromebooks confirmed; no firm 1:1 launch year found","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3916/RSD/3096738/TechHandbook2021.pdf","https://www.ojrsd.com/domain/1401","1834","396","1","0","4220370"
"WASHINGTON PARISH","LA","Franklinton","","","","","","Parish school board website found; no evidence of formal 1:1 initiative found in web search","https://www.wpsb.org/","","1835","395","1","0","2201860"
"GARDNER EDGERTON","KS","Gardner","2016","January","Yes (phased)","9-12 (2016); 4-12 later","Chromebook","GEHS 1:1 Dell Chromebook program launched January 2016; 1400 students using daily by 2016; district wireless tech 4th-12th grade Chromebook environment","https://gardnernews.com/gehs-students-receive-laptops/","https://www.usd231.com/page/technology-services","1836","395","1","0","2006420"
"RANDOLPH TOWNSHIP SCHOOLS","NJ","Randolph","","","","","","ClassLink and Microsoft 365 use confirmed; no evidence of formal 1:1 device initiative found in web search","https://www.rtnj.org/our-district/technology/classlink","","1837","394","1","0","3413650"
"YELM SCHOOL DISTRICT","WA","Yelm","","","","","Chromebook","Grant funds 2015-2020 over $250K for Chromebook access; assurance program covers repairs; no firm 1:1 launch year found","https://www.ycs.wednet.edu/departments/office-of-student-learning/grants","","1838","393","1","0","5310140"
"ISLE OF WIGHT CO PBLC SCHS","VA","Isle of Wight","","","Yes (phased)","3-6 Chromebook; MS iPad","Chromebook / iPad","Students grades 3-6 issued Chromebook each year; MS students get iPads; Chromebooks obsolete after 4 yrs per director; no firm start year found","https://www.smithfieldtimes.com/2023/03/29/iwcs-pilots-letting-students-keep-chromebooks/","https://www.iwcs.k12.va.us/apps/pages/backtoschool","1839","393","1","0","5102010"
"MONROE COUNTY","TN","Madisonville","2021","January","Yes","5-12","Chromebook","Chromebooks distributed Jan 2021 for first time; Sequoyah HS first; all 5th-12th grade by end of Jan 2021; $35 insurance fee; excited to enter 21st century","https://www.wate.com/news/monroe-county-schools-pass-out-chromebooks-finally-becoming-11-5th-through-12th-grade/","https://www.monroe.k12.tn.us/apps/pages/chromebooks","1840","393","1","0","4703000"
"SPRING LAKE PARK PUBLIC SCHOOLS","MN","Spring Lake Park","2012","","Yes","K-12","iPad / Chromebook","Since 2012 every K-12 student issued own school-owned device (mostly iPads); upper grades Chromebooks; iPad Resource Hub still active; one of earliest MN 1:1 districts","https://www.springlakeparkschools.org/services/technology-services/ipad-resource-hub","https://www.springlakeparkschools.org/","1841","393","1","0","2733330"
"GODDARD","KS","Goddard","2019","August","Yes (likely)","Not specified (not take-home)","Chromebook","Aug 2019: Chromebooks for students at school; not taken home; internet filtered; wifi in every classroom; Partial-ish but school-day 1:1 access","https://www.kwch.com/content/news/School-districts-discuss-new-technology-525185181.html","https://www.goddardusd.com/page/technology/","1842","393","1","0","2006540"
"KIRBY SD 140","IL","Tinley Park","2017","September","Yes","K-8","Chromebook / iPad","Starting 2017-18 SY students had Chromebook assigned (1:1); later transitioned to iPad; current program is 1:1 iPad K-8","https://ehs.district140.org/district/technology-department/1-to-1-information","https://www.ksd140.org/district-technology/1-1-ipad-program","1843","393","1","0","1721270"
"TRAVIS UNIFIED","CA","Fairfield","","","","","","District website found; Technology Services dept found; no formal 1:1 program details found in web search","https://www.travisusd.org/departments/tech-services-new","","1844","393","1","0","0639630"
"BREMERTON SCHOOL DISTRICT","WA","Bremerton","2018","","Yes","K-12","Chromebook","1:1 initiative funded by 2018 Technology Levy and DoDEA grant; every student assigned Chromebook for home and school use","https://www.bremertonschools.org/Domain/51","","1845","392","1","0","5300660"
"ARLINGTON SCHOOL DISTRICT","WA","Arlington","2020","Spring","Yes","K-12","Chromebook","First time district became 1:1; spring 2020 purchased 2000 new Chromebooks; COVID-era; first time every student had device at home","https://www.northcountyoutlook.com/news/arlington-school-district-hands-out-chromebooks/article_8d9893ae-ec6e-11ea-9ebe-63e0ca133bd9.html","https://asd.wednet.edu/for_families/reopening_arlington_schools/chromebook_distribution","1846","392","1","0","5300240"
"ACCOMACK CO PBLC SCHS","VA","Accomac","2016","","Yes (phased)","9 (2016 by)","Chromebook","Google 1:1 Chromebook program for 9th grade HS students; eLearning Backpack Initiative (VDOE); policy handbook dated Jan 25 2016 indicates active program 2015-16 SY","https://ahs.accomack.k12.va.us/ourpages/auto/2016/9/9/41070630/Chromebook%20Policy_%20Handbook%20012516.pdf","https://www.accomack.k12.va.us/","1847","392","1","0","5100060"
"OWEN J ROBERTS SD","PA","Pottstown","","","","","Chromebook","Chromebook info page found; OJR teachers incorporate digital learning daily; no firm 1:1 launch year found","https://www.ojrsd.com/domain/1401","","1848","392","1","0","4218270"
"MT LEBANON SD","PA","Mt. Lebanon","","","","2-5 (Chromebook issued); 6-12 (borrow)","Chromebook","Students grades 2-5 issued Chromebooks; grades 6-12 can borrow; One-to-One program page exists; no firm launch year found","https://www.mtlsd.org/families/technology/one-to-one","","1849","392","1","0","4216110"
"NEWBERG SD 29J","OR","Newberg","2017","","Yes","6-12","Chromebook","Completed 3+ year process to achieve 1:1 for all secondary students in 2017; 1050 new devices; all MS and HS at 1:1 ratio; prior HS-only phases starting ~2014","https://municode.newberg.k12.or.us/district/news-newberg-equips-all-secondary-students-chromebooks","https://pamplinmedia.com/nbg/142-news/375646-261189-newberg-equips-all-secondary-students-with-chromebooks","1850","392","1","0","4108720"
