"GROTON-DUNSTABLE","MA","Groton","","","Yes","6-12","Chromebook","Groton-Dunstable middle school is 1:1 Chromebook school; rising 9th graders keep Chromebooks over summer; program well-established; exact launch year not documented in web search","https://www.gdrsd.org/page/empowering-students-with-11-devices","https://www.gdrsd.org/o/gdrhs/article/2260203","3733","192","1","0","2505500"
"LAWRENCE COUNTY","KY","Louisa","","","Yes (likely)","Not specified","Not specified","Lawrence County Schools website confirmed; district uses technology-based strategies; no specific 1:1 device program or launch year found","https://www.lawrence.kyschools.us/","","3734","192","1","0","2103240"
"HOMEWOOD SD 153","IL","Homewood","","","Yes (likely)","Not specified","Not specified","Homewood SD 153 technology directory page found; district website references technology integration; no 1:1 launch year or specific program details found via web search","https://www.hsd153.org/apps/pages/index.jsp?uREC_ID=1135465&type=d&pREC_ID=2540224","","3735","192","1","0","1719530"
"KILLINGLY SCHOOL DISTRICT","CT","Killingly","","","Yes (likely)","Not specified","Not specified","Killingly Public Schools IT department supports 5 schools; technology education offered at KHS; no 1:1 student device program details or launch year found","https://www.killinglyschools.org/departments/information-technology","","3736","192","1","0","0902070"
"BEARDSLEY ELEMENTARY","CA","Bakersfield","","","Yes (likely)","Not specified","Chromebook","District Student Device Assistance page confirmed; district has Chromebook devices for students; no 1:1 launch year found","https://www.beardsleyschool.org/apps/pages/index.jsp?uREC_ID=3558518&type=d&pREC_ID=2401308","","3737","192","1","0","0604260"
"VALLEY VIEW SCHOOL DISTRICT","AR","Fairfield Bay","","","Yes (likely)","Not specified","Chromebook","Valley View SD AR technology page confirmed; 4-year Chromebook replenishment cycle; grades 1 5 and 9 get new devices each cycle; all students receive Chromebooks per 2025-26 info; no specific 1:1 launch year found","https://www.valleyviewsd.org/en-US/technology","","3738","192","1","0","0513380"
"WETZEL COUNTY SCHOOLS","WV","New Martinsville","","","Yes","K-12","Not specified","District supports 1:1 initiative providing every student with a device; IT dept supports 8 schools; no specific launch year or device type documented","https://www.wetzelcountyschools.com/site/Default.aspx?PageID=107","","3739","191","1","0","5401560"
"MORGAN DISTRICT","UT","Morgan","2020","","Yes","K-12","Chromebook","COVID emergency prompted district to issue 750 Chromebooks as take-home devices within 3 days of school closure; prior policy was zero take-home devices; formal 1:1 program established post-2020","https://connectednation.org/press-releases/flipping-the-classroom-how-the-morgan-school-district-went-from-low-tech-to-high-tech","https://www.morgansd.org/","3740","191","1","0","4900570"
"PARIS","TN","Paris","","","Yes (likely)","Not specified","Not specified","Paris Special School District website confirmed; Tennessee district technology products list exists; no specific 1:1 device program or launch year found","https://www.parisssd.org/","https://www.tn.gov/education/districts/district-technology/district-technology-products.html","3741","191","1","0","4703360"
"BURRILLVILLE","RI","Burrillville","","","Yes","6-12","Chromebook","Burrillville School Dept issues HP Chromebooks to grades 6-12; students take device home daily; device protection plan via Rhode Island Trust / Worth Ave Group; no specific launch year found","https://bhs.bsd-ri.net/academics/chromebook-initiative","https://www.bsd-ri.net/parents-students/district-technology/chromebooks","3742","191","1","0","4400090"
"TUSCARORA SD","PA","Mercersburg","","","Yes","5-12","Chromebook","1:1 program grades 5-12; students issued new Chromebook at start of 5th and 9th grade; keep device for 4 years; optional Device Protection Program $25/yr; no specific launch year found","https://tsdrockets.org/50943_3","https://www.tus.k12.pa.us/50758_3","3743","191","1","0","4222740"
"BELLE VERNON AREA SD","PA","Belle Vernon","","","Yes (likely)","Not specified","Not specified","Belle Vernon Area SD has dedicated Student 1-1 Devices page; parents must complete registration before device distribution; no launch year or device type found via web search","https://www.bvasd.net/apps/pages/index.jsp?uREC_ID=578368&type=d","","3744","191","1","0","4203210"
"CELINA CITY","OH","Celina","","","Yes (likely)","Not specified","Not specified","Celina City Schools website confirmed; Ohio district; no specific 1:1 device program or launch year found via web search","https://www.celinaschools.org/","","3745","191","1","0","3910030"
"MOUNT SINAI UNION FREE SCHOOL DISTRICT","NY","Mount Sinai","2021","","Yes","1-12","Mixed (Chromebook/laptop)","Beginning 2021-22 school year Mount Sinai rolled out 1:1 device initiative for all students grades 1-12; both Chromebooks and laptops offered; annual insurance $34 (Chromebook) or $64 (laptop)","https://www.mtsinai.k12.ny.us/13327_4","","3746","191","1","0","3620040"
"MERRIMACK VALLEY SCHOOL DISTRICT","NH","Penacook","","","Yes (likely)","Not specified","Chromebook","District provides Chromebooks to students; 2021-22 Stay Open Framework confirms 1:1 device program with some students receiving new devices; no specific launch year found","https://www.education.nh.gov/sites/g/files/ehbemt326/files/inline-documents/sonh/merrimack-valley-sd-sau46-arp-plan-2021-2022.pdf","","3747","191","1","0","3304760"
"CENTER LINE PUBLIC SCHOOLS","MI","Center Line","","","Yes (likely)","Not specified","Chromebook","District has CLPS Chromebook Google Classroom and Google Meet resources; Securly Classroom for Chromebook management; students use district-provided Chromebooks; no 1:1 launch year found","https://www.clps.org/apps/pages/studenttools","","3748","191","1","0","2608580"
"MEDWAY","MA","Medway","","","Yes","8-12","Chromebook","All students grades 8-12 issued school-owned Acer Chromebooks available at all times at school and home; insurance recommended; program well-established but no specific launch year found","https://mhs.medwayschools.org/news/what_s_new/chromebook_1to1","","3749","191","1","0","2507590"
"BIDDEFORD PUBLIC SCHOOLS","ME","Biddeford","2023","","Yes (phased)","PreK-4 (school-stay); 5-12 (take-home)","Not specified","2023-24 SY: every student assigned school-owned device; PreK-4 devices stay at school (ready for home if needed); grades 5-12 devices may go home daily; Device Protection Plan $25; part of Maine MLTI tradition","https://www.biddefordschools.me/page/district-technology-information","","3750","191","1","0","2303150"
