"FORT PAYNE CITY","AL","Fort Payne","2020","","Yes (likely)","K-12","Chromebook","District operates 1-to-1 Chromebook knowledge base; specific launch year not found","https://fpcs.happyfox.com/kb/article/13--site-settings-button-not-showing-on-chromebook-screen/","","3014","246","1","0","0101560"
"ATHENS CITY","AL","Athens","2015","August","Yes","K-12","iPad","PowerUP 2015 initiative began August 2015, providing iPads district-wide","https://www.acs-k12.org/Page/109","https://whnt.com/news/athens/athens-city-schools-changing-out-11-digital-devices-students-getting-new-ipads/","3015","246","1","0","0100120"
"DE FOREST AREA SCHOOL DISTRICT","WI","DeForest","2020","","Yes (likely)","K-12","Chromebook","District has K-12 Chromebook technology fee for annual maintenance; specific launch year not found","https://www.deforest.k12.wi.us/","","3016","245","1","0","5503180"
"WAYNESBORO CITY PBLC SCHS","VA","Waynesboro","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found in public sources","https://www.waynesboro.k12.va.us/","","3017","245","1","0","5103930"
"BURNET CISD","TX","Burnet","2020","","Yes","9-12","Chromebook","Board approved tax note Feb 10 to fund districtwide 1:1 starting 2020-21 for high school","https://www.burnetcisd.net/","","3018","245","1","0","4812220"
"SOUTHERN YORK COUNTY SD","PA","Glen Rock","2020","","Yes","K-12","Chromebook","Operated 1:1 Chromebook program for K-12 (since reduced to 2:1 in K-4 for 2025-26); pre-pandemic 1:1 likely","https://sbaenetwork.org/analysis/for-immediate-release-southern-york-county-school-board-moves-to-curb-screen-time-for-elementarystudents/","https://www.yahoo.com/news/southern-york-county-school-district-163212826.html","3019","245","1","0","4222380"
"NEW CASTLE AREA SD","PA","New Castle","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found","https://www.ncasd.com/","","3020","245","1","0","4216620"
"NORTH BEND SD 13","OR","North Bend","2020","April","Yes (likely)","K-12","Chromebook","District distributed 350 Chromebooks to families in April 2020 for e-learning rollout; formal 1:1 timing not pinned","https://kcby.com/news/local/north-bend-school-district-ready-to-begin-e-learning","","3021","245","1","0","4108820"
"ASHLAND CITY","OH","Ashland","2023","","Yes (phased)","9-12","Chromebook","Ashland High School began 1:1 Chromebooks in 2023-2024 school year","https://www.ashlandsource.com/2023/07/24/ashland-city-schools-approves-building-construction-handbook-changes/","","3022","245","1","0","3904350"
"WHITEVILLE CITY SCHOOLS","NC","Whiteville","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found in public sources","https://www.whiteville.k12.nc.us/","","3023","245","1","0","3704920"
"MORIARTY-EDGEWQOD SCHOOL DISTRICT","NM","Moriarty","2020","","Yes (likely)","K-12","Chromebook","District uses Chromebooks broadly with G Suite training; specific launch year not found","https://blog.alludolearning.com/customer-stories/technology-integration-at-moriarty-edgewood","","3024","245","1","0","3501890"
"MILAN AREA SCHOOLS","MI","Milan","2020","","Yes","6-12","Chromebook","1:1 Chromebook initiative for grades 6-12; specific launch year not found","https://www.milanareaschools.org/domain/1314","https://ms.milanareaschools.org/students-families/technology-and-chromebooks-mms-11","3025","245","1","0","2623850"
"GODWIN HEIGHTS PUBLIC SCHOOLS","MI","Wyoming","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found","https://www.godwinschools.org/","","3026","245","1","0","2616110"
"DODGE COUNTY","GA","Eastman","2020","","Yes (likely)","K-12","Chromebook","District has technology department/program; specific 1:1 launch year not found","https://www.dodge.k12.ga.us/departments/technology","","3027","245","1","0","1301770"
"WASHINGTON COUNTY","AL","Chatom","2020","","Yes","7-12","Chromebook","Initiative covers 7-12 take-home, 3-6 classroom use; specific launch year not found","https://resources.finalsite.net/images/v1713346699/wcbek12org/jhv5cefrq5uqzjcvn1av/chromebook_policy_-_final.pdf","","3028","245","1","0","0103480"
"CENTRALIA SCHOOL DISTRICT","WA","Centralia","2020","","Yes (likely)","K-12","Chromebook","District uses 1:1 Chromebooks; specific launch year not found","https://www.centralia.k12.wa.us/domain/43","","3029","244","1","0","5301140"
"ROBSTOWN ISD","TX","Robstown","2019","February","Yes","7-8","Chromebook","Featured at TCEA 2019 for tackling 1:1 Chromebooks in junior high schools","https://edtechmagazine.com/k12/article/2019/02/tcea-2019-texas-district-tackles-11-chromebooks-junior-high-schools","","3030","244","1","0","4837440"
"ABBEVILLE 60","SC","Abbeville","2020","","Yes (phased)","9-12","Chromebook","Abbeville High School first offered 1-to-1 in 2020-2021 school year","https://www.acsdsc.org/","","3031","244","1","0","4500690"
"GUTHRIE","OK","Guthrie","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found; Chromebook resources present on district site","https://www.guthrieps.net/vnews/display.v/SEC/Departments%7CTechnology","","3032","244","1","0","4013560"
"ROSLYN UNION FREE SCHOOL DISTRICT","NY","Roslyn","2013","","Yes (phased)","9-12","iPad","Began issuing iPads to all HS students in 2013, first on Long Island; began Chromebook transition in 2018","https://en.wikipedia.org/wiki/Roslyn_Union_Free_School_District","","3033","244","1","0","3625050"
"BLOOMFIELD SCHOOLS","NM","Bloomfield","2020","","Yes","1-12","Chromebook","1:1 Chromebook Device Program for grades 1-12; specific launch year not found","https://bfsd.ss19.sharpschool.com/departments/technology_services/1_1_chromebook_device_program","","3034","244","1","0","3500240"
"UNIVERSITY CITY","MO","University City","2020","","Yes (likely)","K-12","Chromebook","Student newspaper article describes 1:1 Chromebook initiative expanding tech use; specific launch year not pinned","https://www.utimesonline.com/news/11-chromebook-initiative-expands-technology-use/","","3035","244","1","0","2930660"
"MORGAN COUNTY","GA","Madison","2020","","Yes (likely)","K-12","Chromebook","District has active 1:1 Chromebook program with Insurance Plans and contracts; specific launch year not pinned","https://www.morgan.k12.ga.us/","","3036","244","1","0","1303780"
"HORTONVILLE AREA SCHOOL DISTRICT","WI","Hortonville","2020","","Yes (phased)","5-12","Chromebook","1:1 Chromebooks for grades 5-12 (5-8 in homeroom, 9 at registration, 10-12 in ELT); specific launch year not found","https://www.hasd.org/schools/hasd-middle-school-handbook.pdf","","3037","243","1","0","5506600"
"SOUTH SANPETE DISTRICT","UT","Manti","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found","https://www.ssanpete.org/","","3038","243","1","0","4900960"
"LAMPASAS ISD","TX","Lampasas","2020","","Yes","9-12","Chromebook","Lampasas High School issues Chromebook to every student per student reviews; specific launch year not found","https://www.lisdtx.org/","","3039","243","1","0","4826640"
"NORTH PROVIDENCE","RI","North Providence","2020","","Yes (likely)","K-12","Chromebook","District distributes Chromebooks for virtual/distance learning; specific 1:1 launch year not found","https://nprovschools.org/wp-content/uploads/2025/10/NPSD-Distance-Learning-Plan-101725.pdf","","3040","243","1","0","4400780"
"GREATER JOHNSTOWN SD","PA","Johnstown","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found","https://www.gjsd.net/apps/pages/index.jsp?uREC_ID=1521774&type=d&pREC_ID=930838","","3041","243","1","0","4210950"
"SWEET HOME CENTRAL SCHOOL DISTRICT","NY","Amherst","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found","https://www.sweethomeschools.org/","","3042","243","1","0","3628500"
"EASTCHESTER UNION FREE SCHOOL DISTRICT","NY","Eastchester","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found","https://www.eufsdk12.org/district","","3043","243","1","0","3610080"
"BERNALILLO PUBLIC SCHOOLS","NM","Bernalillo","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found","https://www.bernalillo-schools.org/","","3044","243","1","0","3500210"
"NORTH PLAINFIELD BORO","NJ","North Plainfield","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found","https://www.nplainfield.org/","","3045","243","1","0","3411640"
"EAST LANSING SCHOOL DISTRICT","MI","East Lansing","2020","","Yes","K-12","mixed","Students have used Chromebooks and iPads for school work for years per district info; specific launch year not pinned","https://eastlansinginfo.news/parents-raise-concerns-about-chromebook-impact-on-student-learning/","https://elps.us/our-district/departments/technology-and-media-services/","3046","243","1","0","2612600"
"PENTUCKET","MA","West Newbury","2020","","Yes","K-12","Chromebook","Take-Home 1:1 Chromebook initiative began for 2020-2021 school year","https://sites.google.com/prsd.org/take-home","","3047","243","1","0","2509450"
"RSU 57/MSAD 57","ME","Waterboro","2002","","Yes (phased)","7-12","laptop","Maine Learning Technology Initiative (MLTI) statewide 1:1 began 2002 for 7th grade; RSU 57 part of statewide program","https://www.rsu57.org/page/technology","","3048","243","1","0","2314670"
"ROWAN COUNTY","KY","Morehead","2020","","Yes (likely)","K-12","Chromebook","Specific 1:1 launch year not found; Chromebooks referenced in district return-of-property policies","https://www.rowan.k12.ky.us/","","3049","243","1","0","2105100"
"MADISON CONSOLIDATED SCHOOLS","IN","Madison","2018","","Yes","K-12","mixed","1:M initiative provides iPads K-2, Chromebooks 3-8, MacBook Airs 9-12; evident by 2018-19 school year","https://www.madison-schools.com/1M","http://www.madison.k12.in.us/8-initiative-programs","3050","243","1","0","1806120"
