"Oxford Area SD","PA","Oxford","2023","Fall","Yes","5-12","Chromebook","beginning 2023-24 SY all grades 5-12 borrow district-managed take-home Chromebook; prior years had lease/parent-purchase option","https://sites.google.com/opusd.org/1to1cbprogram/home","","2561","290","1","0","4218300"
"Southwest Licking Local","OH","Pataskala","","","Yes (likely)","K-12","Chromebook","district website references student services and digital academy; no firm 1:1 launch year found in web search","https://www.swl.k12.oh.us/academics/student-services","","2562","290","1","0","3904804"
"Fort Lee Public Schools","NJ","Fort Lee","2015","Fall","Yes (phased)","5-12","Chromebook","1:1 program rolled out at start of 2015-16 SY for grades 7-12; expanded to grades 5-12 subsequently; 4,000+ devices","https://www.flboe.com/administration/technology/chromebook_program","","2563","290","1","0","3405310"
"Dover School District","NH","Dover","","","Yes (likely)","K-12","Chromebook","district has technology program; SAU 11; no firm 1:1 launch year found in web search","https://www.sau11.nh.gov/apps/pages/index.jsp?uREC_ID=1892813&type=d&pREC_ID=1492576","","2564","290","1","0","3302640"
"Norfolk Public Schools","NE","Norfolk","2013","Fall","Yes (phased)","7-12","Chromebook","NHS had Chromebook pilot with 125 devices in 4 classes in 2013; Jr/Sr high fully 1:1 now; elem at 2:1; Google for Education district","https://norfolkdailynews.com/news/nhs-tries-out-chromebook-pilot-program/article_d274d76a-17c5-11e3-802a-0019bb30f31a.html","https://www.norfolkpublicschools.org/schools/norfolk-junior-high/about-us/","2565","290","1","0","3174430"
"Swartz Creek Community Schools","MI","Swartz Creek","","","Yes (likely)","K-12","Chromebook","district has virtual learning center and technology program; no firm 1:1 launch year found in web search","https://www.swartzcreek.org/","","2566","290","1","0","2633420"
"Mt. Pleasant City School District","MI","Mount Pleasant","","","Yes","6-12","Chromebook","all grades 6-12 issued Chromebooks; parent/guardian form required before assignment; no firm launch year found","https://www.mtpleasantschools.net/","","2567","290","1","0","2624750"
"Grant County","KY","Dry Ridge","2022","Fall","Yes","9-12","Chromebook","Grant County High School announced 1:1 Chromebook for all students starting 2022 SY; $29 insurance fee; take-home devices","https://www.grant.kyschools.us/protected/ArticleView.aspx?iid=6IB2YAI&dasi=33P0","","2568","290","1","0","2102250"
"Bellwood SD 88","IL","Bellwood","2020","Fall","Yes","K-8","Chromebook","COVID-era 2020-21 SY Chromebook distribution to all students in need; July 2020 remote-only start announcement; ClassLink integration","https://www.sd88.org/E-Learning","https://www.sd88.org/apps/pages/technology","2569","290","1","0","1705760"
"Albany County School District #1","WY","Laramie","2020","","Yes","K-12","Chromebook","November 2019 board vote to adopt tech plan providing Chromebook for every student; rollout for 2020 SY; 4-5 yr replacement cycle ~$150K/yr","https://www.wyomingnews.com/laramieboomerang/news/local_news/school-board-approves-new-technology-plan/article_2e8b9474-7575-5c89-b031-a2ae132d556e.html","https://www.acsd1.org/","2570","289","1","0","5600730"
"Salem City Pblc Schs","VA","Salem","2016","Fall","Yes (phased)","9-12","Chromebook","1:1 complete at Salem HS; 5th graders received Chromebooks Sep 2016; ALMS middle school Sep 2017; HS first then phased to lower grades","https://www.togglemag.com/case-studies/jim-rieflin-salem-city-schools/","https://sites.google.com/salem.k12.va.us/cbsalem/parent-portal","2571","289","1","0","5103460"
"Edgefield 01","SC","Johnston","2020","Fall","Yes","PK-12","Chromebook","first time all students (preK-12) received Chromebook to take home in 2020-21 SY; included flipped learning and remote learning adoption","https://screportcards.com/overview/?q=eT0yMDIxJnQ9RCZzaWQ9MTkwMTAwMA","https://edgefield.k12.sc.us/","2572","289","1","0","4502070"
"McKeesport Area SD","PA","McKeesport","2022","August","Yes (phased)","3-12","Chromebook","2022-23 SY 1:1 initiative for grades 3-12; district-issued Chromebook by request or BYOD; K-2 use district iPads at school only; 2024-25 expanded to grade 2","https://www.mckasd.net/departments/technology/masd-11-initiative","","2573","289","1","0","4214940"
"Olmsted Falls City","OH","Olmsted Falls","2019","Fall","Yes (phased)","4-9","Chromebook","information meeting for 1:1 initiative held Aug 20 2019 for grades 6-9 parents; device insurance for grades 4-9; expanded to K-12 by 2020-21 SY","https://ofalls.wordpress.com/2019/08/14/ofcs-back-to-school-update-august-14-2019/","https://ofalls.wordpress.com/2019/09/19/ofcs-update-september-19-2019/","2574","289","1","0","3904657"
"Timberlane Regional School District","NH","Plaistow","","","Yes (likely)","7-12","Chromebook","Chromebook support pages exist; incoming 7th graders receive Chromebooks; Class of 2020 referenced in one-to-one initiative (suggesting ~2016 start for HS); no firm year found","https://www.timberlane.net/departments/technology/student-resources/chromebook-information-troubleshooting","https://www.timberlane.net/ms/attn-incoming-7th-grade-students-chromebook-updates/","2575","289","1","0","3306720"
"Sycamore CUSD 427","IL","Sycamore","","","Yes (likely)","6-12","Chromebook","'AnyTimeAnyWhere Chromebook program' at middle and high school; working toward true 1:1; protection plan available; no firm launch year found","https://www.syc427.org/our-district/innovative-learning/11-chromebook-iniative","","2576","289","1","0","1738460"
"Burlington-Edison School District","WA","Burlington","2020","","Yes (likely)","K-12","Chromebook","district distributed devices during COVID 2020; ongoing Chromebook program; no pre-2020 firm 1:1 evidence found","https://www.be.wednet.edu/","","2577","288","1","0","5300780"
"Hudson School District","NH","Hudson","","","Yes","6-12","Laptop","SAU 81 brought 1:1 program to MS and HS; all students issued personal computers for their MS/HS years; emphasis on digital citizenship; device type listed as laptop/PC (not specifically Chromebook)","https://www.sau81.org/ahs/families/student-computers-at-hudson-school-district","","2578","288","1","0","3303930"
"Rolla 31","MO","Rolla","","","Yes (likely)","K-12","Chromebook","district technology dept maintains Chromebook inventory cycles; no dated source for 1:1 launch year found","https://www.rolla31.org/42526_3","","2579","288","1","0","2926890"
"Wilmington","MA","Wilmington","2016","August","Yes (phased)","6-12","Chromebook","Feb 2016 announcement; Year 1 fall 2016 grade 9 BYOD Chromebook at WHS; 4-yr rollout plan for grades 6-12 by 2019-20 SY fully implemented","https://wilmingtonapple.com/2016/02/11/breaking-news-wilmington-schools-to-launch-4-year-rollout-of-a-11-chromebook-program/","https://wilmingtonapple.com/2016/11/29/school-system-expects-every-6th-12th-grader-to-have-chromebook-by-2020-year-1-of-rollout-going-smoothly/","2580","288","1","0","2513050"
"Weaver Union","CA","Merced","","","Yes (likely)","K-8","Chromebook","K-8 district in South Merced; no firm 1:1 launch year or dated device source found in web search","https://www.weaverusd.org/","","2581","288","1","0","0641880"
"Imperial Unified","CA","Imperial","","","Yes (likely)","K-12","Chromebook","technology policy found; COVID-era device access likely; no firm 1:1 launch year found","https://do.imperialusd.org/","","2582","288","1","0","0618210"
"Hauppauge Union Free School District","NY","Hauppauge","","","Yes (likely)","K-12","Chromebook","district has Smart Schools investment plans (network infrastructure); no firm 1:1 device launch year found in web search","https://www.nysed.gov/smart-schools/hauppauge-union-free-school-district-approved-plans","","2583","287","1","0","3613980"
"Wall Township Public Schools","NJ","Wall Township","","","Yes (likely)","K-12","Mixed (iPad/Chromebook)","district goals include 1:1 iPad for K-1 and 1:1 Chromebook for grades 2-12; technology dept supports Chromebooks; no firm launch year found","https://www.wallpublicschools.org/departments/technology","","2584","287","1","0","3416890"
"Mason City Comm School District","IA","Mason City","","","Yes (likely)","K-12","Chromebook","district website references technology; no firm 1:1 launch year or dated Chromebook source found","https://masoncityschools.org/","","2585","287","1","0","1918780"
"Mt. Pleasant Elementary","CA","San Jose","","","Yes (likely)","K-8","Chromebook","K-8 district in San Jose; district information services page found; no firm 1:1 launch year found","https://www.mpesd.org/","","2586","287","1","0","0626400"
"Toppenish School District","WA","Toppenish","2020","April","Yes (likely)","K-12","Chromebook","COVID spring 2020: drive-up Chromebook checkout at TMS parking lot for students without device; online instruction began Apr 6 2020; no pre-2020 1:1 evidence","https://www.toppenish.wednet.edu/Page/4429","","2587","286","1","0","5308970"
"Plum Borough SD","PA","Plum","2019","Fall","Yes (phased)","4-12","Chromebook","4th grade 1:1 program rollout 2019-20 SY; device insurance program launched July 1 2020; HP Chromebook 11 G8 EE issued","https://www.pbsd.net/OnetoOneDeviceInsurance.aspx","","2588","286","1","0","4219350"
"Penn Hills SD","PA","Penn Hills","","","Yes","3-12","Mixed (Chromebook/iPad)","1:1 initiative provides all students a Chromebook, laptop, Surface, or iPad; no firm launch year found","https://www.phsd.org/departments/technology/digital-learning-devices/student-device-insurance/~board/student-services/post/penn-hills-school-district-featured-in-pittsburgh-mercy-magazine-for-new-school-based-therapy-partnership","","2589","286","1","0","4218590"
"Dover Area SD","PA","Dover","","","Yes (likely)","K-12","Chromebook","no firm 1:1 launch year or dated source found in web search","https://www.dover-pa.k12.pa.us/","","2590","286","1","0","4207680"
"Edgewood City","OH","Trenton","","","Yes (likely)","K-12","Chromebook","district in Butler County Ohio; no firm 1:1 launch year found in web search","https://www.edgewoodschools.net/","","2591","286","1","0","3904609"
"Maple Heights City","OH","Maple Heights","","","Yes (likely)","K-12","Chromebook","technology and EMIS dept page found; no firm 1:1 launch year found in web search","https://www.mapleschools.com/page/technology-emis","","2592","286","1","0","3904430"
"Transylvania County Schools","NC","Brevard","2015","","Yes","6-12","Chromebook","by March 2015 Transylvania already had 1:1 and was training other NC districts; all 6-12 graders issued take-home Chromebook; leader in NC ed tech","https://www.transylvaniatimes.com/story/2015/03/02/education/vera-cubero-helps-with-google-chromebooks-rollout-brevard-nc/21795.html","https://www.tcsnc.org/Page/3009","2593","286","1","0","3704530"
"Alexandria Public School District","MN","Alexandria","2020","","Yes (phased)","K-12","Chromebook","by Mar 2020 grades 3-12 had devices; foundation grant purchased Chromebooks for K-2 during COVID; all K-12 1:1 by 2020; grades 5-12 take-home","https://www.echopress.com/news/education/6479798-Alexandria-Public-Schools-gets-grant-from-foundation-for-Chromebooks","https://www.alexschools.org/Page/5971","2594","286","1","0","2703060"
"Lakeview Sch. District (Calhoun)","MI","Battle Creek","","","Yes","K-12","Chromebook","K-12 1:1 Chromebook program; $60/yr tech fee for take-home; K-4 school-day only; 5-12 take home; Google Apps for Education district; no firm launch year found","https://www.lakeviewlocal.org/departments/technology/chromebook-information","","2595","286","1","0","2620850"
"Parlier Unified","CA","Parlier","","","Yes (likely)","K-12","Chromebook","technology dept page found; COVID-era device distribution likely for this high-poverty Fresno County district; no firm 1:1 launch year found","https://www.parlierunified.org/apps/pages/index.jsp?uREC_ID=1208230&type=d&pREC_ID=1464728","","2596","286","1","0","0629910"
"North Olmsted City","OH","North Olmsted","2020","September","Yes","K-12","Chromebook","Fall 2020: K-12 Chromebook distribution (Sep 3-4 pickup dates); grades 5-12 take-home; COVID-era full 1:1 rollout; supply chain delays noted","https://secure.smore.com/zqpen-north-olmsted-city-schools","https://www.northolmstedschools.org/ChromebookHeadquarters.aspx","2597","285","1","0","3904452"
"Brecksville-Broadview Heights City","OH","Brecksville","","","Yes (likely)","K-12","Chromebook","HS Chromebook homepages for grades 9-11; grade 1 Chromebook homepage at MS site; district-wide use; no firm launch year found","https://www.bbhcsd.org/","https://primaryschool.bbhcsd.org/students/portal-page/high-school-portal-page/grade-12-chromebook-homepages","2598","285","1","0","3904364"
"Harrison Central School District","NY","Harrison","2015","Fall","Yes (phased)","K-12","Mixed (iPad/Chromebook)","BYOD pilot spring 2015; full BYOD grades 6-9 launched fall 2015; elem K-2 iPad and 3-5 Chromebook district-provided; upper grades BYOD with Chromebook recommendation","https://www.harrisoncsd.org/parents/byod-frequently-asked-questions","http://www.harrisoncsd.org/index.php/tech-resources/byod-bring-your-own-device","2599","285","1","0","3613740"
"Cranford Public School District","NJ","Cranford","","","Yes (likely)","K-12","Chromebook","district uses technology including smart boards and computer labs; podcast studio uses Chromebook; no firm 1:1 launch year found","https://www.cranfordschools.org/","","2600","285","1","0","3403570"
