"Averill Park Central School District","NY","Averill Park","","","","","Chromebook","BYOD + district Chromebook program; K-12 Technology Learning Benchmarks adopted Jan 2015; no firm 1:1 launch year surfaced","https://www.averillpark.k12.ny.us/services/technology-services/byod/","https://www.averillpark.k12.ny.us/services/technology-services/technology-faqs/","3261","227","1","0","3600016"
"Hazlet Township Public Schools","NJ","Hazlet","2015","August","Yes (phased)","9-12","Chromebook","Raritan HS 1:1 Chromebook launch Aug 2015; Supt Bragen quoted; teachers received Chromebooks in June 2015 to prepare; Shore Regional and others cited as models; district-wide expansion unclear","https://patch.com/new-jersey/holmdel-hazlet/all-hazlet-high-school-students-get-chromebooks-0","","3262","227","1","0","3413680"
"Holmdel Township School District","NJ","Holmdel","","","","","","no dated 1:1 launch evidence found; district has technology dept page but no program year surfaced","https://www.holmdelschools.org/departments/technology","","3263","227","1","0","3407410"
"Hillside Board of Education","NJ","Hillside","","","","","Chromebook","district has school-issued Chromebooks (care page exists) but no launch year surfaced","https://www.hillsidek12.org/taking-care-of-your-school-issued-chromebook","","3264","227","1","0","3407290"
"Windham School District","NH","Windham","2009","","Yes (phased)","9-12 (2009); K-12 by 2017","Mixed (laptop/Chromebook)","HS opened 2009 with 1:1 MacBook Air for freshmen; expanded to all HS grades; in 2017 full K-12 1:1 reached with iPads/Chromebooks/MacBook Airs distributed on opening day Aug 30 2017 to all 3,000 students","https://www.derrynews.com/news/windham/windham-schools-offer-technology-for-all/article_29c464e2-b9ea-501d-8f1d-617c4d7467ef.html","https://windhamhs.ss12.sharpschool.com/technology/1_1_digital_learning_environment","3265","227","1","0","3307170"
"Cadillac Area Public Schools","MI","Cadillac","","","","","Chromebook","PowerSchool reference calls it '1:1 Chromebook district' but no launch year surfaced in searches","https://www.cadillacschools.org/page/technology-services","","3266","227","1","0","2607590"
"Newton Comm School District","IA","Newton","","","","","","no dated 1:1 launch evidence found","https://www.newtoncsd.org/","","3267","227","1","0","1920610"
"Fremont SD 79","IL","Mundelein","","","","","","no dated 1:1 launch evidence found; district technology dept page exists","https://www.fsd79.org/departments/technology","","3268","227","1","0","1715930"
"Humphreys County","TN","Waverly","","","","","","no dated 1:1 launch evidence found; district website exists (hcss.org)","https://www.hcss.org/","","3269","226","1","0","4701980"
"DeKalb County","TN","Smithville","2017","","Yes (phased)","9-12 first; K-12 by 2020","Chromebook","HS students first ~3 years before 2020 announcement (~2017); 6-8 added a year later (~2018); 3-5 year before K-12 rollout (~2019); full K-12 for 2020-21 SY per Director Cripps WJLE announcement","https://www.wjle.com/news/dekalb-school-district-to-provide-chromebooks-to-k-12-students/","","3270","226","1","0","4700990"
"Clarendon 02","SC","Manning","","","","","","no dated 1:1 launch evidence found; district has issued devices per tech support email reference","https://www.clarendon2.k12.sc.us/","","3271","226","1","0","4501770"
"Southern Lehigh SD","PA","Center Valley","","","","","Chromebook","district uses Chromebooks (ClassLink resources page); no launch year found","https://www.slsd.org/students/classlink-resources","","3272","226","1","0","4222350"
"Berwick Area SD","PA","Berwick","","","","K-12","Chromebook","district assigns Chromebooks to all K-12 students; no specific launch year found","https://www.berwicksd.org/page/technology","","3273","226","1","0","4203480"
"Crook County SD","OR","Prineville","2016","Fall","Yes (phased)","6-12","Chromebook","fall 2016 expansion to Crook County High School (HS English dept received $13K for 64 Chromebooks); partnership with Facebook; K-6 in classroom Chromebooks; district achieved full 1:1 via Facebook grants over time","https://bendbulletin.com/2016/04/05/facebook-announces-grant-winners/","https://cchs.crookcountyschools.org/crook-county-school-district-puts-computers-in-the-hands-of-crook-county-high-school-students/","3274","226","1","0","4103720"
"Louisville City","OH","Louisville","","","","","Chromebook","district uses Chromebooks (Leopard Blended Digital Academy); no firm district-wide 1:1 launch year found","https://www.louisvillecityschools.org/lbda","","3275","226","1","0","3904987"
"Marshfield R-I","MO","Marshfield","","","","","","no dated 1:1 launch evidence found","https://www.mjays.us/","","3276","226","1","0","2920430"
"Copiah Co School Dist","MS","Hazlehurst","","","","","","no dated 1:1 launch evidence found","https://www.copiah.ms/","","3277","226","1","0","2801220"
"Thornapple Kellogg School District","MI","Middleville","","","","","Chromebook","district has 1:1 program; no launch year found","https://www.tkschools.org/apps/pages/index.jsp?uREC_ID=300077&type=d&pREC_ID=692297","","3278","226","1","0","2633810"
"Norwell","MA","Norwell","2012","May","Yes (phased)","6-12","iPad","May 2012 operational override ($2.3M) funded 1:1 iPad initiative for grades 6-12; program later expanded to grades 3-12; district believes 1:1 has 'powerfully positive impact on teaching and student learning'","https://ma01001453.schoolwires.net/Page/8092","https://www.norwellschools.org/instructional-services/instructional-technology","3279","226","1","0","2509030"
"Westview School Corporation","IN","Topeka","","","","","Chromebook","district has 1:1 Chromebook program at MS (every student issued a Chromebook); no launch year found","https://www.westview.k12.in.us/","","3280","226","1","0","1813110"
"Banks County","GA","Homer","","","","","","no dated 1:1 launch evidence found; district website exists","https://www.banks.k12.ga.us/","","3281","226","1","0","1300240"
"River Falls School District","WI","River Falls","","","","","Chromebook","district has Chromebook program; no launch year found","https://www.rfsd.k12.wi.us/departments/technology.cfm","","3282","225","1","0","5513050"
"Menomonie Area School District","WI","Menomonie","2013","","Yes (phased)","6 (pilot)","Chromebook","2013-14 pilot: 6th grade Math and ELA classroom sets; 1:1 experience; district blog documented pilot; no evidence of district-wide rollout year found","http://sdmachromebook.blogspot.com/","","3283","225","1","0","5509090"
"Kennedale ISD","TX","Kennedale","","","","","","no dated 1:1 launch evidence found","https://www.kennedaleisd.net/departments/technology-services","","3284","225","1","0","4825500"
"Gatesville ISD","TX","Gatesville","","","","K-12","Chromebook","board approved purchase of 1050 Chromebooks Feb 2022 ($385K) for classroom cart model; described as carts distributed per class not take-home 1:1; Partial at best","https://www.gatesvillemessenger.com/news/gisd-approves-chromebook-purchase/article_b843ea78-98e2-11ec-8353-0f609f21ad94.html","","3285","225","1","0","4820500"
"Aransas County ISD","TX","Rockport","","","","","","no dated 1:1 launch evidence found","https://www.acisd.org/","","3286","225","1","0","4808550"
"Laurens 56","SC","Clinton","","","","","","no dated 1:1 launch evidence found; district website lcsd56.org","https://lcsd56.org/en-US","","3287","225","1","0","4502640"
"West York Area SD","PA","West York","","","","K-12","Chromebook","district has 1:1 Device Guide for 2025-26 with device protection plan; no launch year found","https://resources.finalsite.net/images/v1754926283/wyasdorg/rituvajar9cfdgvcld9j/Device-Guide-25-26.pdf","","3288","225","1","0","4225980"
"Uniontown Area SD","PA","Uniontown","","","","K-12","Chromebook","district assigns Chromebooks to all K-12 students; grades 5+ can take home; no launch year found","https://www.uasdraiders.org/","","3289","225","1","0","4224150"
"Canfield Local","OH","Canfield","","","","K-12","Chromebook","district has 1:1 Chromebook program; HS and MS take home; elementary in-class; $30 device protection plan; no launch year found","https://www.canfieldschools.net/quick-links/chromebook-information","","3290","225","1","0","3904831"
"Norwalk City","OH","Norwalk","","","","","Mixed","district has device program (HS iPad 1:1 project mentioned in Wikipedia article); no firm launch year found","https://www.norwalktruckers.net/","","3291","225","1","0","3904456"
"Caswell County Schools","NC","Yanceyville","2015","","Yes","K-12","Chromebook","1:1 implementation since 2015; all students and teachers in one-to-one environment; confirmed on district chromebook info page","https://www.caswell.k12.nc.us/domain/760","","3292","225","1","0","3700660"
"Warren Township Schools","NJ","Warren","2016","","Yes (phased)","3-8","Chromebook","phased 1:1 rollout; grade 5 first then grade 4; by program maturity all grades 3-8 had chromebooks (3-4 in-class; 5-8 take-home); Dec 2016 article discusses rollout at national conference","https://rennamedia.com/warren-principals-outline-11-initiative-at-national-conference/","https://www.warrentboe.org/technology/tech_plan2016-2019/","3293","225","1","0","3416980"
"Saugus","MA","Saugus","","","Partial","","Chromebook","2015 profile shows 259 Chromebooks in 10 carts (shared/cart model not 1:1); no evidence of 1:1 take-home program found","https://www.saugus-ma.gov/sites/g/files/vyhlif1181/f/uploads/educational_profile_shs_complete_final.pdf","","3294","225","1","0","2510500"
"Freetown-Lakeville","MA","Lakeville","","","Partial","","Chromebook","2020-23 technology plan shows 28 Chromebook carts + 56 Chromebook tubs (shared/cart model not 1:1); no evidence of 1:1 program found","https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/3113/Flrsd/b593538f-866c-4f20-b8a2-0bfe7d4d377c/FLRSD_2020-2023_TECHNOLOGY_PLAN.pdf","","3295","225","1","0","2505070"
"Russell County","KY","Jamestown","","","","","Chromebook","district has Chromebook Agreement on technology page; no launch year found","https://www.russell.kyschools.us/departments/technology","","3296","225","1","0","2105160"
"New Richmond School District","WI","New Richmond","","","","","Chromebook","district has Chromebook Information page; no launch year found","https://www.newrichmond.k12.wi.us/district/chromebook-information.cfm","","3297","224","1","0","5510620"
"Fairfield 01","SC","Winnsboro","2014 (by)","","Yes","3-12","Chromebook","EdTech Magazine 2015 article: deputy supt says ~1750 Lenovo ThinkPad 11e Chromebooks distributed to grades 3-12 'during past few years'; writing scores improved 2012-2014 credited to Chromebooks; DLI program K-12","https://edtechmagazine.com/k12/article/2015/07/top-lessons-early-k-12-chromebook-adopters","https://www.fairfield1.org/departments/academics/e-learning","3298","224","1","0","4502100"
"Noble","OK","Noble","","","","","","no dated 1:1 launch evidence found; district website nobleps.com","https://www.nobleps.com/page/curriculum-instruction","","3299","224","1","0","4021630"
"Talawanda City","OH","Oxford","2014 (by)","","Yes","K-12","Mixed (Chromebook/iPad)","Oxford Observer Aug 2020 article states 'all Talawanda students have been equipped with either a Chromebook or an iPad for six years now'; back-calculated to ~2014; HS/MS/5th grade take Chromebooks home; K-4 iPads in school","https://oxfordobserver.org/2449/city/classes-begin-virtually-for-talawanda-school-district/","https://www.talawanda.org/talawanda-middle-school/1-1-program/1-1-program/","3300","224","1","0","3904615"
