"BURLINGTON AREA SCHOOL DISTRICT","WI","Burlington","2020","","Yes (likely)","K-12","Chromebook","Chromebook handout evidence March 24 2020 (COVID-era distribution for K-4); every student issued a Chromebook per current registration; no pre-2020 evidence found","https://www.facebook.com/BurlingtonCommunitySchoolDistrict/posts/reminder-chromebook-handoutmarch-24-2020students-grades-k-4-students-do-not-have/2745131062221992/","https://www.basd.k12.wi.us/","3361","219","1","0","5501890"
"NORTH LAMAR ISD","TX","Paris","","","","","","No evidence of 1:1 student device program found in web search","https://www.northlamar.net/","","3362","219","1","0","4833010"
"CHARIHO","RI","Wood River Junction","","","Yes (likely)","9-12","MacBook","1:1 program exists with MacBook insurance required for grades 11-12; no launch year found","https://www.chariho.k12.ri.us/1to1","","3363","219","1","0","4400150"
"BELLEFONTE AREA SD","PA","Bellefonte","2020","","Yes (likely)","K-12","Chromebook","Chromebook instructional technology page exists; 2020-21 reopening plan references student devices; no earlier launch year found","https://www.basd.net/Page/10824","https://www.basd.net/Page/15072","3364","219","1","0","4203240"
"PIEDMONT","OK","Piedmont","2020","","Yes (likely)","6-12","Chromebook","MS and HS students had Chromebooks by March 2020; bond passed Feb 2020; no earlier evidence found","https://www.piedmontschools.org/students-parents/student-services/student-technology","","3365","219","1","0","4023970"
"GOSHEN CENTRAL SCHOOL DISTRICT","NY","Goshen","2020","","Yes","K-12","Chromebook","COVID-19 school closure in spring 2020 accelerated 1:1 Chromebook plan; every student received a Chromebook; board subsequently formalized program","https://www.gcsny.org/2020/04/24/covid19/","https://www.gcsny.org/departments-services/instructional-technology/technology-plan/","3366","219","1","0","3612330"
"LOWER TOWNSHIP ELEMENTARY SCHOOL DISTRICT","NJ","Cape May Court House","","","Yes (likely)","K-8","Mixed (Chromebook/iPad)","District provides Chromebooks and iPads to students; technology integration emphasized; no launch year found","https://lowertwpschools.com/","","3367","219","1","0","3409150"
"JENNINGS","MO","Jennings","","","","","","No evidence of 1:1 student device program found in web search","https://www.jenningsk12.org/","","3368","219","1","0","2916290"
"STONE CO SCHOOL DIST","MS","Wiggins","","","Yes (likely)","K-12","Mixed","Mississippi Connects statewide program; district submitted plan for devices; no specific launch year found","https://msachieves.mdek12.org/school-districts-submit-plans-to-provide-computer-devices-to-all-students/","https://www.stoneschools.org/","3369","219","1","0","2804170"
"LAKESHORE SCHOOL DISTRICT (BERRIEN)","MI","Stevensville","","","Yes","K-12","Chromebook","K-12 1:1 Chromebook district; every student receives a Chromebook and Google G-Suite account; no launch year found","https://www.lakeshoreschools.k12.mi.us/","","3370","219","1","0","2620820"
"GAYLORD COMMUNITY SCHOOLS","MI","Gaylord","","","","","","No evidence of 1:1 student device program found in web search","https://www.gaylordschools.com/","","3371","219","1","0","2615730"
"COLCHESTER SCHOOL DISTRICT","CT","Colchester","","","Yes (likely)","K-12","Chromebook","Chromebook insurance program exists; 1:1 Chromebook program confirmed; no specific launch year found","https://securranty.com/colchesterPS-Insurance","https://www.colchesterct.org/","3372","219","1","0","0900840"
"TAFT CITY","CA","Taft","","","Partial","","Chromebook","Chromebook loaner program at HS; not clear this is full 1:1; no launch year found","https://www.tafthighschool.org/apps/pages/index.jsp?uREC_ID=302657&type=d","","3373","219","1","0","0638700"
"REEF-SUNSET UNIFIED","CA","Avenal","","","","","","Technology page exists; no evidence of 1:1 program found","https://www.rsusd.net/page/technology","","3374","219","1","0","0632270"
"LOS NIETOS","CA","Whittier","","","","","","No evidence of 1:1 student device program found in web search","https://www.losnietos.k12.ca.us/","","3375","219","1","0","0622890"
"UPPER MORELAND TOWNSHIP SD","PA","Willow Grove","","","Yes (likely)","K-12","Chromebook","Teachers use Chromebooks and smartboards at UMHS; Chromebooks in use district-wide; no launch year found","https://www.umtsd.org/","","3376","218","1","0","4224510"
"SHIKELLAMY SD","PA","Sunbury","2020","","Yes","K-12","Chromebook","Goal for 2020-21 SY was to provide every student their own Chromebook; $10 insurance fee required","https://www.dailyitem.com/news/snyder_county/some-districts-expanding-options-for-virtual-learning/article_894677eb-0949-5c59-a5c2-ae9cf671833a.html","https://www.shs.shikbraves.org/en-US","3377","218","1","0","4221540"
"MILLER PLACE UNION FREE SCHOOL DISTRICT","NY","Miller Place","","","Yes (likely)","K-12","Mixed (Laptop/Chromebook)","Laptop & Chromebook Resources page exists; district-issued devices for students; no launch year found","https://www.millerplace.k12.ny.us/departments/information-technology/laptop-resources","","3378","218","1","0","3619410"
"DESOTO 73","MO","De Soto","2016","","Yes (likely)","K-12","Chromebook","RFP posted January 2016 for ~1000 Chromebooks and Chromeboxes; program likely launched 2016 SY; upper bound","https://www.desoto.k12.mo.us/news/archived_news/chromebook__chromebox_request_for_proposals___r_f_","https://www.desoto.k12.mo.us/","3379","218","1","0","2910500"
"DEDHAM","MA","Dedham","","","Yes (likely)","K-12","Mixed","Educational Technology site hosted; Future Ready designation; no specific 1:1 program year found","https://sites.google.com/dedham.k12.ma.us/dpset/about","https://www.dedham.k12.ma.us/","3380","218","1","0","2504050"
"RSU 18","ME","Oakland","","","","","","No evidence of 1:1 student device program found in web search","https://rsu18.org/","","3381","218","1","0","2314779"
"HAYS","KS","Hays","2015","","Yes (likely)","K-12","Mixed","USD 489 K-12 1:1 devices for each student; some evidence of 2015-16 rollout start; upper bound","https://www.usd489.com/","http://www.usd489.com/?page_id=380","3382","218","1","0","2007020"
"RICHLAND-BEAN BLOSSOM C S C","IN","Ellettsville","2016","","Yes (likely)","K-12","Chromebook","Dec 2015 grant from Monroe County Redevelopment Commission for STEM/Chromebook initiative; rollout likely began 2016 SY; G Suite for Education via Chromebook","http://www.rbbcsc.k12.in.us/index.php?Itemid=1320&id=486&option=com_content&view=article","https://www.rbbschools.net/","3383","218","1","0","1809480"
"NEWMAN-CROWS LANDING UNIFIED","CA","Newman","","","","","","Educational Technology page exists; no evidence of specific 1:1 program found","https://www.nclusd.k12.ca.us/o/newman-crows-landing-usd/page/educational-technology","","3384","218","1","0","0627200"
"CORNING UNION ELEMENTARY","CA","Corning","","","Yes","K-8","Chromebook","Chromebooks provided for all K-8 students; K-2 get home device plus classroom device; gr 3-8 keep at school; no launch year found","https://www.corningelementary.org/ParentsStudents/Digital-Tools-for-Students-and-Families/Chromebooks-Google-Clever/index.html","","3385","218","1","0","0609780"
"MCFARLAND SCHOOL DISTRICT","WI","McFarland","","","Yes (likely)","K-12","Chromebook","1:1 plan documented with priority on 2nd, 6th, 10th grade first; HS take-home; no confirmed launch year found","https://www.mcfarland.k12.wi.us/","","3386","217","1","0","5508910"
"LEVELLAND ISD","TX","Levelland","2023","","Yes (phased)","4, 9-12","Chromebook","Board approved 450 Dell Chromebooks for 4th and 9th grade; article published March 31 2023; incoming freshman keep same Chromebook through graduation","https://www.levellandnews.net/news-newsletters/levelland-isd-school-board-adds-chromebooks-innovative-courses","https://www.levellandisd.net/technology-department","3387","217","1","0","4827240"
"LA VEGA ISD","TX","Waco","","","Yes (likely)","9-12","Chromebook","HS students issued Chromebook with insurance fee; can use at school and home; keep upon meeting requirements at graduation; no launch year found","https://www.lavegaisd.org/departments/technology","","3388","217","1","0","4826280"
"DELRAN TOWNSHIP SCHOOL DISTRICT","NJ","Delran","","","Yes (likely)","K-8","Mixed (Chromebook/iPad)","District provides Chromebooks and iPads; Canvas via Chrome browser; no launch year found","https://www.delranschools.org/technology","","3389","217","1","0","3403780"
"FRUITPORT COMMUNITY SCHOOLS","MI","Fruitport","","","Yes (phased)","3-12","Chromebook","Gr 3-8 have dedicated Chromebook cart in classroom; gr 9-12 take-home Chromebook; no launch year found","https://www.fruitportschools.net/downloads/prospective_families/fruitport_profile-maisd.pdf","https://grokipedia.com/page/fruitport_community_schools","3390","217","1","0","2615390"
"MERCER COUNTY","KY","Harrodsburg","","","Yes (likely)","K-12","Chromebook","3000+ Chrome devices for ~2600 students; advanced tech network; no specific launch year found","https://www.mercer.kyschools.us/district/departments/technology","","3391","217","1","0","2104110"
"LONG COUNTY","GA","Ludowici","","","","","","No evidence of 1:1 student device program found in web search","https://www.usnews.com/education/k12/georgia/districts/long-county-107796","","3392","217","1","0","1303360"
"ROSELAND","CA","Santa Rosa","","","","","","No evidence of 1:1 student device program found in web search","https://www.roselandsd.org/","","3393","217","1","0","0633510"
"SAN JUAN DISTRICT","UT","Blanding","","","Yes (likely)","K-12","Chromebook","Purchased Chromebooks and 170K in hotspots for remote learning; COVID-era; no specific launch year found","https://www.sltrib.com/news/2020/08/15/san-juan-school-district/","https://www.sjsd.org/","3394","216","1","0","4900900"
"HAMPTON TOWNSHIP SD","PA","Allison Park","2017","Fall","Yes (phased)","K-12","Mixed (iPad/Laptop)","1:1 initiative launched 2017-18 SY: grade 2 iPads and grades 4,7,9 laptops; expanded 2018-19; fully K-12 by 2020-21 (iPads K-3, laptops 4-12)","https://www.ht-sd.org/services/technology/digital-learning","https://digitalpromise.org/district/hampton-township-school-district/","3395","216","1","0","4211400"
"HOWLAND LOCAL","OH","Warren","","","Yes (likely)","5-12","Chromebook","Chromebook provided to every student in grades 5-12; no launch year found","https://www.howlandschools.com/","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/690052/Chromebook_Handbook.pdf","3396","216","1","0","3905016"
"SOMERS CENTRAL SCHOOL DISTRICT","NY","Somers","","","Yes","K-12","Mixed (iPad/Surface Go)","K-5 receive iPads; gr 6-12 receive Surface Go; BYOD option for HS; no launch year found","https://www.somersschools.org/families/technology-resources/pld","https://www.somersschools.org/our-district/district-departments/technology-services","3397","216","1","0","3627180"
"FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT","NY","Floral Park","","","","","","No evidence of 1:1 student device program found in web search","https://www.fpbsd.org/","","3398","216","1","0","3611160"
"GRAND ISLAND CENTRAL SCHOOL DISTRICT","NY","Grand Island","","","Yes","K-12","Chromebook","All students have an assigned Chromebook; gr 6-12 take home; no launch year found","https://www.grandislandschools.org/for-parents/chromebooks","","3399","216","1","0","3607020"
"HARRISON TOWNSHIP SCHOOL DISTRICT","NJ","Mullica Hill","2013","","Yes (phased)","K-8","Chromebook","Google for Education case study: 1:1 Chromebook rollout began 2013, one grade level at a time over 3 years; started with grades 3-4 then 5-6 then grade 2","https://edu.google.com/intl/ALL_us/resources/customer-stories/harrison-township/","https://edu.google.com/resources/customer-stories/harrison-township/","3400","216","1","0","3406900"
