"MERAMEC VALLEY R-III","MO","Pacific","2020 (by)","","Yes (likely)","K-12","Chromebook","District technology department supports technology integration; specific 1:1 launch year not documented.","https://www.mvr3.k12.mo.us/o/mvriii/page/technology","","2990","249","1","0","2923460"
"LAUREL SCHOOL DISTRICT","MS","Laurel","2020 (by)","","Yes","K-12","mixed","District 1:1 program provides each student with Chromebook/iPad/laptop; specific launch year not documented (likely tied to Mississippi Connects).","https://laurelschooldistrict.org/families/11-program/","https://www.laurelschools.org/","2991","249","1","0","2802460"
"NORTH BRANCH PUBLIC SCHOOLS","MN","North Branch","2020 (by)","","Yes","5-12","Chromebook","All 5th grade students need Chromebook; grades 6-12 issued district-owned Chromebooks; specific launch year not documented.","https://www.nbbroncos.net/departments/technology","https://www.isd138.org/page/technology","2992","249","1","0","2723820"
"RSU 14","ME","Windham","2002","","Yes","7-12","laptop","Part of statewide Maine Learning Technology Initiative (MLTI) which began 2002 for all 7th graders with Apple laptops; expanded over the years.","https://en.wikipedia.org/wiki/Maine_Learning_Technology_Initiative","https://www.rsu14.org/","2993","249","1","0","2314793"
"SOUTH PORTLAND PUBLIC SCHOOLS","ME","South Portland","2002","","Yes","7-12","laptop","Part of statewide Maine Learning Technology Initiative (MLTI) which began 2002 for all 7th graders; South Portland Middle School participates.","https://en.wikipedia.org/wiki/Maine_Learning_Technology_Initiative","https://www.spsdme.org/o/spms","2994","249","1","0","2312330"
"NEW LONDON SCHOOL DISTRICT","CT","New London","2020 (by)","","Yes (phased)","K-12","mixed","District provides 1:1 devices: iPads grades K-2, Chromebooks/laptops grades 3-12; specific launch year not documented in web sources.","https://www.newlondon.org/departments/technology","https://ctmirror.org/2020/03/23/laptops-headed-to-students-in-struggling-school-districts-so-learning-can-resume/","2995","249","1","0","0902820"
"SMITH COUNTY","TN","Carthage","2020 (by)","","Yes (likely)","K-12","Chromebook","District presence confirmed but specific 1:1 launch year not documented in web sources.","https://www.smithcoedu.com/","","2996","248","1","0","4703870"
"ABINGTON HEIGHTS SD","PA","Clarks Summit","2020 (by)","","Yes (likely)","K-12","Chromebook","High school Chromebook support mentioned; specific 1:1 launch year not documented in web sources.","https://www.ahsd.org/","https://hs.ahsd.org/for_students","2997","248","1","0","4202010"
"NORTHEASTERN LOCAL","OH","Springfield","2020 (by)","","Yes","K-12","Chromebook","District operates 1:1 Chromebook program with student agreement requirement; specific launch year not documented.","https://www.nelsd.org/departments/technology","https://www.nelsd.org/","2998","248","1","0","3904625"
"LOS ALAMOS PUBLIC SCHOOLS","NM","Los Alamos","2020 (by)","","Yes","6-12","Chromebook","All students at Los Alamos Middle School issued Chromebooks for use at school and home; specific launch year not documented.","https://www.laschools.net/","https://resources.finalsite.net/images/v1756148245/laschoolsnet/wxjr7d6ry2rcottlglcz/25-26SubmissionCopyvers2PDFvers1.pdf","2999","248","1","0","3501650"
"WA-NEE COMMUNITY SCHOOLS","IN","Nappanee","2020 (by)","","Yes (likely)","K-12","Chromebook","District presence confirmed; specific 1:1 launch year not documented in web sources.","https://www.wanee.org/","","3000","248","1","0","1812240"
